Object,Mode,Derived_Var,R_km,f_Hz,vx_kms,f_pred_Sphere_T1_Hz,f_pred_Slab_T1_Hz,f_pred_Torus_T1_Hz,R_rec_Sphere_T2_km,t_rec_Slab_T2_km,Rminor_Torus_T2_km,Vx_map_Sphere_T3_kms,Vx_map_Slab_T3_kms,Vx_map_Torus_T3_kms,Cl_T1_Sphere_%,Cl_T1_Slab_%,Cl_T1_Torus_%,Cl_T2_Sphere_%,Cl_T2_Slab_%,R_over_Rminor_T2_Torus_%,Cl_T3_Sphere_%,Cl_T3_Slab_%,Cl_T3_Torus_%,Matched_Topology,P3GG_Active,Ratio_f_sphere_over_f_obs,Ratio_factorized,Fault_Code,Note
Iron-56 (Z=26 A=56),Map:     f+R->vx,vx_kms,3.7377e-18,1.19028e+23,2.79534e+06,1.19028e+23,3.73939e+23,1.19028e+23,3.7377e-18,1.17423e-17,3.7377e-18,2.79534e+06,889785,2.79534e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=26 A=56 Rc=3.7377fm BE=492.262MeV src=Angeli2013
Iron-57 (Z=26 A=57),Map:     f+R->vx,vx_kms,3.7543e-18,1.20876e+23,2.85135e+06,1.20876e+23,3.79745e+23,1.20876e+23,3.7543e-18,1.17945e-17,3.7543e-18,2.85135e+06,907613,2.85135e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=26 A=57 Rc=3.7543fm BE=499.905MeV src=Angeli2013
Iron-58 (Z=26 A=58),Map:     f+R->vx,vx_kms,3.7749e-18,1.23304e+23,2.92458e+06,1.23304e+23,3.87372e+23,1.23304e+23,3.7749e-18,1.18592e-17,3.7749e-18,2.92458e+06,930924,2.92458e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=26 A=58 Rc=3.7749fm BE=509.946MeV src=Angeli2013
Nickel-58 (Z=28 A=58),Map:     f+R->vx,vx_kms,3.7757e-18,1.22461e+23,2.90519e+06,1.22461e+23,3.84722e+23,1.22461e+23,3.7757e-18,1.18617e-17,3.7757e-18,2.90519e+06,924750,2.90519e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=58 Rc=3.7757fm BE=506.457MeV src=Angeli2013
Nickel-60 (Z=28 A=60),Map:     f+R->vx,vx_kms,3.8118e-18,1.27391e+23,3.05104e+06,1.27391e+23,4.00209e+23,1.27391e+23,3.8118e-18,1.19751e-17,3.8118e-18,3.05104e+06,971175,3.05104e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=60 Rc=3.8118fm BE=526.845MeV src=Angeli2013
Nickel-61 (Z=28 A=61),Map:     f+R->vx,vx_kms,3.814e-18,1.29279e+23,3.09806e+06,1.29279e+23,4.06143e+23,1.29279e+23,3.814e-18,1.1982e-17,3.814e-18,3.09806e+06,986142,3.09806e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=61 Rc=3.8140fm BE=534.656MeV src=Angeli2013
Nickel-62 (Z=28 A=62),Map:     f+R->vx,vx_kms,3.8344e-18,1.31843e+23,3.1764e+06,1.31843e+23,4.14198e+23,1.31843e+23,3.8344e-18,1.20461e-17,3.8344e-18,3.1764e+06,1.01108e+06,3.1764e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=62 Rc=3.8344fm BE=545.260MeV src=Angeli2013
Nickel-64 (Z=28 A=64),Map:     f+R->vx,vx_kms,3.8525e-18,1.35832e+23,3.28795e+06,1.35832e+23,4.26729e+23,1.35832e+23,3.8525e-18,1.2103e-17,3.8525e-18,3.28795e+06,1.04659e+06,3.28795e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=64 Rc=3.8525fm BE=561.756MeV src=Angeli2013
Copper-63 (Z=29 A=63),Map:     f+R->vx,vx_kms,3.9022e-18,1.33323e+23,3.26885e+06,1.33323e+23,4.18847e+23,1.33323e+23,3.9022e-18,1.22591e-17,3.9022e-18,3.26885e+06,1.04051e+06,3.26885e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=29 A=63 Rc=3.9022fm BE=551.380MeV src=Angeli2013
Copper-65 (Z=29 A=65),Map:     f+R->vx,vx_kms,3.9367e-18,1.37634e+23,3.40438e+06,1.37634e+23,4.3239e+23,1.37634e+23,3.9367e-18,1.23675e-17,3.9367e-18,3.40438e+06,1.08365e+06,3.40438e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=29 A=65 Rc=3.9367fm BE=569.209MeV src=Angeli2013
Zinc-64 (Z=30 A=64),Map:     f+R->vx,vx_kms,3.929e-18,1.3519e+23,3.33738e+06,1.3519e+23,4.24711e+23,1.3519e+23,3.929e-18,1.23433e-17,3.929e-18,3.33738e+06,1.06232e+06,3.33738e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=30 A=64 Rc=3.9290fm BE=559.100MeV src=Angeli2013
Zinc-66 (Z=30 A=66),Map:     f+R->vx,vx_kms,3.949e-18,1.3979e+23,3.46852e+06,1.3979e+23,4.39165e+23,1.3979e+23,3.949e-18,1.24061e-17,3.949e-18,3.46852e+06,1.10407e+06,3.46852e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=30 A=66 Rc=3.9490fm BE=578.127MeV src=Angeli2013
Zinc-68 (Z=30 A=68),Map:     f+R->vx,vx_kms,3.975e-18,1.43963e+23,3.59558e+06,1.43963e+23,4.52274e+23,1.43963e+23,3.975e-18,1.24878e-17,3.975e-18,3.59558e+06,1.14451e+06,3.59558e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=30 A=68 Rc=3.9750fm BE=595.384MeV src=Angeli2013
Zinc-70 (Z=30 A=70),Map:     f+R->vx,vx_kms,3.995e-18,1.4776e+23,3.70896e+06,1.4776e+23,4.64201e+23,1.4776e+23,3.995e-18,1.25507e-17,3.995e-18,3.70896e+06,1.1806e+06,3.70896e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=30 A=70 Rc=3.9950fm BE=611.085MeV src=Angeli2013
Germanium-70 (Z=32 A=70),Map:     f+R->vx,vx_kms,4.045e-18,1.47623e+23,3.75191e+06,1.47623e+23,4.63771e+23,1.47623e+23,4.045e-18,1.27077e-17,4.045e-18,3.75191e+06,1.19427e+06,3.75191e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=70 Rc=4.0450fm BE=610.519MeV src=Angeli2013
Germanium-72 (Z=32 A=72),Map:     f+R->vx,vx_kms,4.058e-18,1.52091e+23,3.87788e+06,1.52091e+23,4.77807e+23,1.52091e+23,4.058e-18,1.27486e-17,4.058e-18,3.87788e+06,1.23437e+06,3.87788e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=72 Rc=4.0580fm BE=628.996MeV src=Angeli2013
Germanium-73 (Z=32 A=73),Map:     f+R->vx,vx_kms,4.0632e-18,1.53894e+23,3.92889e+06,1.53894e+23,4.83472e+23,1.53894e+23,4.0632e-18,1.27649e-17,4.0632e-18,3.92889e+06,1.2506e+06,3.92889e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=73 Rc=4.0632fm BE=636.454MeV src=Angeli2013
Germanium-74 (Z=32 A=74),Map:     f+R->vx,vx_kms,4.0742e-18,1.56512e+23,4.00655e+06,1.56512e+23,4.91698e+23,1.56512e+23,4.0742e-18,1.27995e-17,4.0742e-18,4.00655e+06,1.27533e+06,4.00655e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=74 Rc=4.0742fm BE=647.283MeV src=Angeli2013
Germanium-76 (Z=32 A=76),Map:     f+R->vx,vx_kms,4.0811e-18,1.59738e+23,4.09606e+06,1.59738e+23,5.01832e+23,1.59738e+23,4.0811e-18,1.28212e-17,4.0811e-18,4.09606e+06,1.30381e+06,4.09606e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=76 Rc=4.0811fm BE=660.624MeV src=Angeli2013
Selenium-74 (Z=34 A=74),Map:     f+R->vx,vx_kms,4.075e-18,1.56082e+23,3.99632e+06,1.56082e+23,4.90346e+23,1.56082e+23,4.075e-18,1.2802e-17,4.075e-18,3.99632e+06,1.27207e+06,3.99632e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=74 Rc=4.0750fm BE=645.503MeV src=Angeli2013
Selenium-76 (Z=34 A=76),Map:     f+R->vx,vx_kms,4.0993e-18,1.60873e+23,4.14356e+06,1.60873e+23,5.05398e+23,1.60873e+23,4.0993e-18,1.28783e-17,4.0993e-18,4.14356e+06,1.31893e+06,4.14356e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=76 Rc=4.0993fm BE=665.318MeV src=Angeli2013
Selenium-77 (Z=34 A=77),Map:     f+R->vx,vx_kms,4.1009e-18,1.62724e+23,4.19287e+06,1.62724e+23,5.11214e+23,1.62724e+23,4.1009e-18,1.28834e-17,4.1009e-18,4.19287e+06,1.33463e+06,4.19287e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=77 Rc=4.1009fm BE=672.974MeV src=Angeli2013
Selenium-78 (Z=34 A=78),Map:     f+R->vx,vx_kms,4.1115e-18,1.65238e+23,4.26866e+06,1.65238e+23,5.19112e+23,1.65238e+23,4.1115e-18,1.29167e-17,4.1115e-18,4.26866e+06,1.35876e+06,4.26866e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=78 Rc=4.1115fm BE=683.371MeV src=Angeli2013
Selenium-80 (Z=34 A=80),Map:     f+R->vx,vx_kms,4.1281e-18,1.69479e+23,4.39587e+06,1.69479e+23,5.32433e+23,1.69479e+23,4.1281e-18,1.29688e-17,4.1281e-18,4.39587e+06,1.39925e+06,4.39587e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=80 Rc=4.1281fm BE=700.907MeV src=Angeli2013
Selenium-82 (Z=34 A=82),Map:     f+R->vx,vx_kms,4.1361e-18,1.73359e+23,4.50524e+06,1.73359e+23,5.44624e+23,1.73359e+23,4.1361e-18,1.29939e-17,4.1361e-18,4.50524e+06,1.43406e+06,4.50524e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=82 Rc=4.1361fm BE=716.956MeV src=Angeli2013
Krypton-78 (Z=36 A=78),Map:     f+R->vx,vx_kms,4.144e-18,1.65894e+23,4.31948e+06,1.65894e+23,5.21173e+23,1.65894e+23,4.144e-18,1.30188e-17,4.144e-18,4.31948e+06,1.37493e+06,4.31948e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=78 Rc=4.1440fm BE=686.084MeV src=Angeli2013
Krypton-80 (Z=36 A=80),Map:     f+R->vx,vx_kms,4.1768e-18,1.70467e+23,4.47367e+06,1.70467e+23,5.35538e+23,1.70467e+23,4.1768e-18,1.31218e-17,4.1768e-18,4.47367e+06,1.42401e+06,4.47367e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=80 Rc=4.1768fm BE=704.995MeV src=Angeli2013
Krypton-82 (Z=36 A=82),Map:     f+R->vx,vx_kms,4.1999e-18,1.75161e+23,4.62227e+06,1.75161e+23,5.50283e+23,1.75161e+23,4.1999e-18,1.31944e-17,4.1999e-18,4.62227e+06,1.47131e+06,4.62227e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=82 Rc=4.1999fm BE=724.406MeV src=Angeli2013
Krypton-83 (Z=36 A=83),Map:     f+R->vx,vx_kms,4.2046e-18,1.77058e+23,4.67757e+06,1.77058e+23,5.56245e+23,1.77058e+23,4.2046e-18,1.32091e-17,4.2046e-18,4.67757e+06,1.48892e+06,4.67757e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=83 Rc=4.2046fm BE=732.254MeV src=Angeli2013
Krypton-84 (Z=36 A=84),Map:     f+R->vx,vx_kms,4.2173e-18,1.79431e+23,4.75456e+06,1.79431e+23,5.63698e+23,1.79431e+23,4.2173e-18,1.3249e-17,4.2173e-18,4.75456e+06,1.51342e+06,4.75456e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=84 Rc=4.2173fm BE=742.065MeV src=Angeli2013
Krypton-86 (Z=36 A=86),Map:     f+R->vx,vx_kms,4.2402e-18,1.8325e+23,4.88213e+06,1.8325e+23,5.75696e+23,1.8325e+23,4.2402e-18,1.3321e-17,4.2402e-18,4.88213e+06,1.55403e+06,4.88213e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=86 Rc=4.2402fm BE=757.860MeV src=Angeli2013
Tin-112 (Z=50 A=112),Map:     f+R->vx,vx_kms,4.5936e-18,2.30562e+23,6.65459e+06,2.30562e+23,7.24333e+23,2.30562e+23,4.5936e-18,1.44312e-17,4.5936e-18,6.65459e+06,2.11822e+06,6.65459e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=112 Rc=4.5936fm BE=953.529MeV src=Angeli2013
Tin-114 (Z=50 A=114),Map:     f+R->vx,vx_kms,4.6099e-18,2.34924e+23,6.80453e+06,2.34924e+23,7.38034e+23,2.34924e+23,4.6099e-18,1.44824e-17,4.6099e-18,6.80453e+06,2.16595e+06,6.80453e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=114 Rc=4.6099fm BE=971.566MeV src=Angeli2013
Tin-116 (Z=50 A=116),Map:     f+R->vx,vx_kms,4.6262e-18,2.39063e+23,6.9489e+06,2.39063e+23,7.51038e+23,2.39063e+23,4.6262e-18,1.45336e-17,4.6262e-18,6.9489e+06,2.2119e+06,6.9489e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=116 Rc=4.6262fm BE=988.684MeV src=Angeli2013
Tin-117 (Z=50 A=117),Map:     f+R->vx,vx_kms,4.634e-18,2.41266e+23,7.02476e+06,2.41266e+23,7.57959e+23,2.41266e+23,4.634e-18,1.45581e-17,4.634e-18,7.02476e+06,2.23605e+06,7.02476e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=117 Rc=4.6340fm BE=997.795MeV src=Angeli2013
Tin-118 (Z=50 A=118),Map:     f+R->vx,vx_kms,4.6418e-18,2.44012e+23,7.11668e+06,2.44012e+23,7.66586e+23,2.44012e+23,4.6418e-18,1.45826e-17,4.6418e-18,7.11668e+06,2.26531e+06,7.11668e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=118 Rc=4.6418fm BE=1009.152MeV src=Angeli2013
Tin-119 (Z=50 A=119),Map:     f+R->vx,vx_kms,4.6492e-18,2.46146e+23,7.19036e+06,2.46146e+23,7.7329e+23,2.46146e+23,4.6492e-18,1.46059e-17,4.6492e-18,7.19036e+06,2.28876e+06,7.19036e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=119 Rc=4.6492fm BE=1017.977MeV src=Angeli2013
Tin-120 (Z=50 A=120),Map:     f+R->vx,vx_kms,4.6519e-18,2.46767e+23,7.21269e+06,2.46767e+23,7.75241e+23,2.46767e+23,4.6519e-18,1.46144e-17,4.6519e-18,7.21269e+06,2.29587e+06,7.21269e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=120 Rc=4.6519fm BE=1020.546MeV src=Angeli2013
Tin-122 (Z=50 A=122),Map:     f+R->vx,vx_kms,4.6592e-18,2.5039e+23,7.33007e+06,2.5039e+23,7.86623e+23,2.5039e+23,4.6592e-18,1.46373e-17,4.6592e-18,7.33007e+06,2.33323e+06,7.33007e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=122 Rc=4.6592fm BE=1035.529MeV src=Angeli2013
Tin-124 (Z=50 A=124),Map:     f+R->vx,vx_kms,4.6732e-18,2.5388e+23,7.45456e+06,2.5388e+23,7.97587e+23,2.5388e+23,4.6732e-18,1.46813e-17,4.6732e-18,7.45456e+06,2.37286e+06,7.45456e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=124 Rc=4.6732fm BE=1049.962MeV src=Angeli2013
Xenon-124 (Z=54 A=124),Map:     f+R->vx,vx_kms,4.7716e-18,2.56487e+23,7.68968e+06,2.56487e+23,8.05776e+23,2.56487e+23,4.7716e-18,1.49904e-17,4.7716e-18,7.68968e+06,2.4477e+06,7.68968e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=124 Rc=4.7716fm BE=1060.743MeV src=Angeli2013
Xenon-126 (Z=54 A=126),Map:     f+R->vx,vx_kms,4.7855e-18,2.60395e+23,7.8296e+06,2.60395e+23,8.18055e+23,2.60395e+23,4.7855e-18,1.50341e-17,4.7855e-18,7.8296e+06,2.49224e+06,7.8296e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=126 Rc=4.7855fm BE=1076.907MeV src=Angeli2013
Xenon-128 (Z=54 A=128),Map:     f+R->vx,vx_kms,4.7964e-18,2.6413e+23,7.95998e+06,2.6413e+23,8.29787e+23,2.6413e+23,4.7964e-18,1.50683e-17,4.7964e-18,7.95998e+06,2.53374e+06,7.95998e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=128 Rc=4.7964fm BE=1092.352MeV src=Angeli2013
Xenon-129 (Z=54 A=129),Map:     f+R->vx,vx_kms,4.8013e-18,2.66084e+23,8.02709e+06,2.66084e+23,8.35929e+23,2.66084e+23,4.8013e-18,1.50837e-17,4.8013e-18,8.02709e+06,2.5551e+06,8.02709e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=129 Rc=4.8013fm BE=1100.437MeV src=Angeli2013
Xenon-130 (Z=54 A=130),Map:     f+R->vx,vx_kms,4.8021e-18,2.68513e+23,8.1017e+06,2.68513e+23,8.43558e+23,2.68513e+23,4.8021e-18,1.50862e-17,4.8021e-18,8.1017e+06,2.57885e+06,8.1017e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=130 Rc=4.8021fm BE=1110.480MeV src=Angeli2013
Xenon-131 (Z=54 A=131),Map:     f+R->vx,vx_kms,4.8134e-18,2.70394e+23,8.17766e+06,2.70394e+23,8.49468e+23,2.70394e+23,4.8134e-18,1.51217e-17,4.8134e-18,8.17766e+06,2.60303e+06,8.17766e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=131 Rc=4.8134fm BE=1118.260MeV src=Angeli2013
Xenon-132 (Z=54 A=132),Map:     f+R->vx,vx_kms,4.8157e-18,2.71608e+23,8.21829e+06,2.71608e+23,8.53281e+23,2.71608e+23,4.8157e-18,1.5129e-17,4.8157e-18,8.21829e+06,2.61596e+06,8.21829e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=132 Rc=4.8157fm BE=1123.280MeV src=Angeli2013
Xenon-134 (Z=54 A=134),Map:     f+R->vx,vx_kms,4.8223e-18,2.74055e+23,8.3037e+06,2.74055e+23,8.60969e+23,2.74055e+23,4.8223e-18,1.51497e-17,4.8223e-18,8.3037e+06,2.64315e+06,8.3037e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=134 Rc=4.8223fm BE=1133.400MeV src=Angeli2013
Xenon-136 (Z=54 A=136),Map:     f+R->vx,vx_kms,4.8335e-18,2.7611e+23,8.3854e+06,2.7611e+23,8.67426e+23,2.7611e+23,4.8335e-18,1.51849e-17,4.8335e-18,8.3854e+06,2.66916e+06,8.3854e+06,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=136 Rc=4.8335fm BE=1141.900MeV src=Angeli2013
Lead-204 (Z=82 A=204),Map:     f+R->vx,vx_kms,5.4744e-18,3.88696e+23,1.33699e+07,3.88696e+23,1.22112e+24,3.88696e+23,5.4744e-18,1.71983e-17,5.4744e-18,1.33699e+07,4.25576e+06,1.33699e+07,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=82 A=204 Rc=5.4744fm BE=1607.518MeV src=Angeli2013
Lead-206 (Z=82 A=206),Map:     f+R->vx,vx_kms,5.4939e-18,3.92277e+23,1.35411e+07,3.92277e+23,1.23237e+24,3.92277e+23,5.4939e-18,1.72596e-17,5.4939e-18,1.35411e+07,4.31026e+06,1.35411e+07,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=82 A=206 Rc=5.4939fm BE=1622.327MeV src=Angeli2013
Lead-207 (Z=82 A=207),Map:     f+R->vx,vx_kms,5.4943e-18,3.9391e+23,1.35984e+07,3.9391e+23,1.2375e+24,3.9391e+23,5.4943e-18,1.72609e-17,5.4943e-18,1.35984e+07,4.32851e+06,1.35984e+07,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=82 A=207 Rc=5.4943fm BE=1629.079MeV src=Angeli2013
Lead-208 (Z=82 A=208),Map:     f+R->vx,vx_kms,5.5012e-18,3.95691e+23,1.36771e+07,3.95691e+23,1.2431e+24,3.95691e+23,5.5012e-18,1.72825e-17,5.5012e-18,1.36771e+07,4.35355e+06,1.36771e+07,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=82 A=208 Rc=5.5012fm BE=1636.446MeV src=Angeli2013
